Sample title,sample_description,taxon_id,sequencing_platform,library_strategy,library_source,library_selection,library_layout,indexing_layout,nominal_length,forward_read_file_name,forward_read_file_checksum,reverse_read_file_name,reverse_read_file_checksum,checksum_method,environmental package,Event Date/Time,Latitude Start,Longitude Start,environment (biome),environment (material),environment (feature),project name,Marine Region,Sampling Site,Sampling Platform,Depth,Protocol Label,Temperature,Salinity,Sampling Campaign,SAMPLING_Investigators,SAMPLING_Objective,EVENT_Device,EVENT_Method,EVENT_Comment,SAMPLE_Quantity (L),SAMPLE_Filtration time (min),SAMPLE_Container,SAMPLE_Content,SAMPLE_Size-Fraction_Upper-Threshold,SAMPLE_Size-Fraction_Lower-Threshold,SAMPLE_Treatment_Chemicals,SAMPLE_Treatment_Storage
OSD54_2019-06_1_NPL022,surface water sample from the Gulf of Maine,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=408172,Illumina_MiSeq,AMPLICON,METAGENOMIC,PCR,paired,Two-step PCR Nextera XT CDI,460,OSD54-2019_S123_L001_R1_001.fastq.gz,665d2e20db65ca883d5800eadc4727d8ea152d83a08da98ca18a872d8c2d836b,OSD54-2019_S123_L001_R2_001.fastq.gz,f36e87771119d533745363362f4af2cbf4d0f98de32ba6399868b362e35246a6,SHA-256,water,2019-06-21T11:35:00Z/2019-06-21T11:50:00Z,43.84,-69.64,marine biome [ENVO:00000447], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=25365,"OSD54, Maine Booth Bay USA",Floating Dock,1,NPL022,15.10,29.00,OSD-Jun-2019,"POULTON, Nicole/ LUBELCZYK, Laura/ GODRIJAN, Jelena, npoutton@bigelow.org/lluberlczyk@bigelow.org/jgodrijan@bigelow.org",collect samples off the Booth Bay Harbor Dock as part of a time series for DNA analysis and flow cytometry,5L Niskin Bottle,4 x 5L Niskin to fill a 20 L carboy,"Prokaryotic samples, not prefiltered",1.15,60,Sterivex,particulate matter,no prefiltration,0.22,none,-80
OSD54_2019-06_1_NPL022,,,,,,,,,180,OSD54-2019_S27_L001_R1_001.fastq.gz,640d0a4e87e6b6738df07e96ee0e112ab38421ef23b7b0db0ebe1c02335bd6df,OSD54-2019_S27_L001_R2_001.fastq.gz,cd1d2df56ebe2cc2dea3548a8f6c7ec46701f621ccd4dc2e9b08c5399e4077ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD55_2019-06_1_NPL022,surface water sample from the Gulf of Maine,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=408172,Illumina_MiSeq,AMPLICON,METAGENOMIC,PCR,paired,Two-step PCR Nextera XT CDI,460,OSD55-2019_S125_L001_R1_001.fastq.gz,72f7419508c751c9671870c70c824b46c50a5904e8a8639b06e13ad731726f9f,OSD55-2019_S125_L001_R2_001.fastq.gz,96c700d8013df5227898dbd3ec999a3b3feb9499454f2fab3eb27124ce2bb519,SHA-256,water,2019-06-21T11:39:00Z/2019-06-21T11:50:00Z,43.86,-69.58,marine biome [ENVO:00000447], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=25365,"OSD55, Maine Damariscotta River USA",Floating Dock,1,NPL022,11.40,31.00,OSD-Jun-2019,"POULTON, Nicole/ LUBELCZYK, Laura/ GODRIJAN, Jelena, npoutton@bigelow.org/lluberlczyk@bigelow.org/jgodrijan@bigelow.org",collect samples of the Damariscotta river water for DNA analysis and flow cytometry,2.5L Niskin Bottle,9 x 2.5L Nisktin deployed to fill a 20L carboy,"Prokaryotic samples, not prefiltered",3.00,60,Sterivex,particulate matter,no prefiltration,0.22,none,-80
OSD55_2019-06_1_NPL022,,,,,,,,,180,OSD55-2019_S29_L001_R1_001.fastq.gz,99bcf919d2fd3e7365a99d5298794b5bebcbe31bf52f5e1c8ba5e4230428d48e,OSD55-2019_S29_L001_R2_001.fastq.gz,7b76b1b2418f81bef6f1ccf186d59881232bdb1053671e215cb6aec0371b6d5c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD55_2019-06_1_NPL022,,,NovaSeq 6000,WGS,,RANDOM,,PCR-plus single index,376,CRC_CROSDA_2_1_HYLGGDSXX.12BA092_clean.fastq.gz,29736ea47b8270306d503b759484c319,CRC_CROSDA_2_2_HYLGGDSXX.12BA092_clean.fastq.gz,336a4e8906ed233f9bfd214bc0f8a6bf,Md5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD60_2019-06_1_NPL022,surface water sample from the North Inlet in N. Atlantic,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=408172,Illumina_MiSeq,AMPLICON,METAGENOMIC,PCR,paired,Two-step PCR Nextera XT CDI,460,OSD60-2019_S126_L001_R1_001.fastq.gz,ab9ddee80c5b076f722a91de25450d6be30aa8c906f94c0c302fd88f6861d478,OSD60-2019_S126_L001_R2_001.fastq.gz,1fa0e684922c223b33fa26676bcd060a323324409115e9ed6a3784ecac2f8537,SHA-256,water,2019-06-21T11:40:00Z/2019-06-21T11:42:00Z,33.33,-79.17,marine biome [ENVO:00000447], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=25365,"OSD60, South Carolina North Inlet USA",Jon Boat,0,NPL022,26.80,34.56,OSD-Jun-2019,"CHANG, Katy/ WADE, Joe/ DELAENZO Menie, katy.chang@noua.gov/joe.wade@noua.gov/ menie.delaenzo@noua.gov",not provided,2L Nalgene bottles,"Hand dipped, submerged under water to fill bottle",Prokaryotic samples,0.60,86,Sterivex,particulate matter,no prefiltration,0.22,none,-80
OSD60_2019-06_1_NPL022,,,,,,,,,180,OSD60-2019_S30_L001_R1_001.fastq.gz,9448f6568da5c9a73a5f8413a67dc714da8007fd40b0a7770e40ab4f6c9cb888,OSD60-2019_S30_L001_R2_001.fastq.gz,f2cd5087ebe8d1a6d635c021fd1c01d9c58010b6f1767adb994d8d1870692634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD60_2019-06_1_NPL022,,,NovaSeq 6000,WGS,,RANDOM,,PCR-plus single index,376,CRC_CSOSDA_2_1_HYLGGDSXX.12BA009_clean.fastq.gz,73e15c346432c8971440c4dfae174a75,CRC_CSOSDA_2_2_HYLGGDSXX.12BA009_clean.fastq.gz,c75a91aa8f872a6e1a7e317a7320fd31,Md5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD63_2019-06_1_NPL022,surface water sample from the Adriatic Sea,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=408172,Illumina_MiSeq,AMPLICON,METAGENOMIC,PCR,paired,Two-step PCR Nextera XT CDI,460,OSD63-2019_S134_L001_R1_001.fastq.gz,76f71808c9bdd1792752964c1197e0915b3d6751f5bce68cf5011f67dd5358e7,OSD63-2019_S134_L001_R2_001.fastq.gz,4931316a2da55cce0974a36084a02fdc5128dccbf79861da13098cf924c873d8,SHA-256,water,2019-06-21T10:00:00Z/2019-06-21T10:30:00Z,45.31,12.51,marine biome [ENVO:00000447], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=3610,"OSD63, Venice Acqua Alta Italy","CNR ""LITUS"" Boat`",0,NPL022,25.47,32.04,OSD-Jun-2019,"CAMATTI, Elisa/ PANSERA Marco, elisa.camatti@ve.ismar.cnr.it/ marco.pansera@ve.ismar.cnr.it",not provided,Washed bucket,not provided,not provided,1.30,40,Sterivex,particulate matter,no prefiltration,0.22,none,-80
OSD63_2019-06_1_NPL022,,,,,,,,,180,OSD63-2019_S38_L001_R1_001.fastq.gz,81282d2e035178a5141adfb7a907778971ba70bce440938e78e79a6a3307e7de,OSD63-2019_S38_L001_R2_001.fastq.gz,85a4aaff9fc2a8971f8a926fbb63ec759249715547610c0062ca8c822f03a966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD63_2019-06_1_NPL022,,,NovaSeq 6000,WGS,,RANDOM,,PCR-plus single index,376,CRC_CTOSDA_2_1_HYLGGDSXX.12BA021_clean.fastq.gz,b73b0938beb160f20bf1b17279d3a2b0,CRC_CTOSDA_2_2_HYLGGDSXX.12BA021_clean.fastq.gz,c19cec72ef4ae153fa5e02a8f394afc7,Md5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD69_2019-06_1_NPL022,surface water sample from the Adriatic Sea,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=408172,Illumina_MiSeq,AMPLICON,METAGENOMIC,PCR,paired,Two-step PCR Nextera XT CDI,460,OSD69-2019_S135_L001_R1_001.fastq.gz,c1dcd5d1b250f85340754b821362adcfdc5f9dcbbe382ecd4ab900b5906d4cf5,OSD69-2019_S135_L001_R2_001.fastq.gz,e2f8a71cf23d8ff76bcb35d603afe929b8f343ab3504a6436d166c59f7b68ae2,SHA-256,water,2019-06-21T13:50:00Z/2019-06-21T13:51:00Z,45.46,12.26,lagoon [ENVO:00000038], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=3611,"OSD69, Venice Marghera Italy",UNIPD Boat,0,NPL022,not provided,not provided,OSD-Jun-2019,"VEZZI, Alessandro/ DE PASCALE Fabio/ SCHIAVON Riccardo, alessandro.vezzi@unipd.it/fabio.depascale@unipd.it/riccardo.schiaon@unipd.it",not provided,10L Bottle,Bottle immersion on sea surface by hand,not provided,0.48,5,Sterivex,particulate matter,no prefiltration,0.22,none,-80
OSD69_2019-06_1_NPL022,,,,,,,,,180,OSD69-2019_S39_L001_R1_001.fastq.gz,8088dc6d2faab5f25b741f194c12d79d4d2c73d2d440eb14813f5beae1817a57,OSD69-2019_S39_L001_R2_001.fastq.gz,e98be63911be3ef81171e96a675afd84de86920623c3c0149b7c81f29797848c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD69_2019-06_1_NPL022,,,NovaSeq 6000,WGS,,RANDOM,,PCR-plus single index,376,CRC_CUOSDA_2_1_HYLGGDSXX.12BA033_clean.fastq.gz,884ce47a4edde22005deb68989a0df1b,CRC_CUOSDA_2_2_HYLGGDSXX.12BA033_clean.fastq.gz,60b432c8972545f3d626878112e3d8b7,Md5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD70_2019-06_1_NPL022,surface water sample from the Adriatic Sea,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=408172,Illumina_MiSeq,AMPLICON,METAGENOMIC,PCR,paired,Two-step PCR Nextera XT CDI,460,OSD70-2019_S136_L001_R1_001.fastq.gz,81887a8f0d2b4793890e77c8b997defddc96bb0cd620078bf73ec6d3a4378920,OSD70-2019_S136_L001_R2_001.fastq.gz,dd87bf2085cfdc2cfe7cfcdce641dc4c6d457870722f478f14213c3b2bcab712,SHA-256,water,2019-06-21T07:52:00Z/2019-06-21T07:53:00Z,45.41,12.44,mediterranean sea biome [ENVO:01000047], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=3610,"OSD70, Venice Lido Italy",UNIPD Boat,0,NPL022,not provided,not provided,OSD-Jun-2019,"VEZZI, Alessandro/ DE PASCALE Fabio/ SCHIAVON Riccardo, alessandro.vezzi@unipd.it/fabio.depascale@unipd.it/riccardo.schiaon@unipd.it",not provided,10L Bottle,Bottle immersion on sea surface by hand,not provided,0.66,10,Sterivex,particulate matter,no prefiltration,0.22,none,-80
OSD70_2019-06_1_NPL022,,,,,,,,,180,OSD70-2019_S40_L001_R1_001.fastq.gz,f4a6b2ad813fd4f8ee02e3d56a4a0298871085ac1b95382e92666cff5c60901f,OSD70-2019_S40_L001_R2_001.fastq.gz,cfc57ba1cf30026f7577f4a9d79e5fd42ac64ef4f667e2584cd4423c83fe87cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD70_2019-06_1_NPL022,,,NovaSeq 6000,WGS,,RANDOM,,PCR-plus single index,376,CRC_CVOSDA_2_1_HYLGGDSXX.12BA045_clean.fastq.gz,36bbfa0abb6c675b511f50a3bc38cca8,CRC_CVOSDA_2_2_HYLGGDSXX.12BA045_clean.fastq.gz,178b8f288751bfa14012790e13d5b12e,Md5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD76_2019-06_1_NPL022,surface water sample from the NW Adriatic Sea,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=408172,Illumina_MiSeq,AMPLICON,METAGENOMIC,PCR,paired,Two-step PCR Nextera XT CDI,460,OSD76-2019_S137_L001_R1_001.fastq.gz,aa89dff9bb0a6b5da10c5123440a7cd786624978885a0d2fb877401af975fb52,OSD76-2019_S137_L001_R2_001.fastq.gz,f92ec4afdb1a0c83d2fac0cb914ed277c51d1623234ffd4ac082f07e92d69aed,SHA-256,water,2019-06-21T10:00:00Z/2019-06-21T14:00:00Z,43.96,12.94,marine biome [ENVO:00000447], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=25615,"OSD76, Foglia Italy",Athena Research Vessel Vilaiuo,1,NPL022,25.22,33.27,OSD-Jun-2019,"PENNA, Antonella/ CASABLANCA, Silvia/ RICCI, Fabio / CAPELLACCI, Samuela, antonella.penna@uniuib.it/ silvia.casablanca@uniuib.it/ fabio.ricci@uniuib.it/ samuela.capellacci@uniuib.it",prokaryotes ,10L Tanks / Multiprope,Pump,not provided,0.53,20,Sterivex,particulate matter,no prefiltration,0.22,none,-80
OSD76_2019-06_1_NPL022,,,,,,,,,180,OSD76-2019_S41_L001_R1_001.fastq.gz,95f25d6ece79e17fdfdac0ae5f09074d299e2e9173f8e4b8bbee7f6c96588e92,OSD76-2019_S41_L001_R2_001.fastq.gz,a039d2034428608c7e3ebe042e79329e6a23d731c211bb30db4116bfb94d2eac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD76_2019-06_1_NPL022,,,NovaSeq 6000,WGS,,RANDOM,,PCR-plus single index,376,CRC_CWOSDA_2_1_HYLGGDSXX.12BA057_clean.fastq.gz,c1636c54456493b7f9e3bdf369699ac1,CRC_CWOSDA_2_2_HYLGGDSXX.12BA057_clean.fastq.gz,aa54d4b0bd0594336f737648d4b3fb28,Md5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD77_2019-06_1_NPL022,surface water sample from the NW Adriatic Sea,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=408172,Illumina_MiSeq,AMPLICON,METAGENOMIC,PCR,paired,Two-step PCR Nextera XT CDI,460,OSD77-2019_S138_L001_R1_001.fastq.gz,b31fe05b177357ff158dbc7762bfa53d69cab2ade5c3d658d9b2d5aa5be79e4b,OSD77-2019_S138_L001_R2_001.fastq.gz,038c3c9c9a7a52c2162c48ee334c068a7422b4ce82a395e6724872f38dd34b9e,SHA-256,water,2019-06-21T10:00:00Z/2019-06-21T14:00:00Z,43.85,13.07,marine biome [ENVO:00000447], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=25615,"OSD77, Metauro Italy",Athena Research Vessel Uzlaiuo,1,NPL022,26.19,33.57,OSD-Jun-2019,"PENNA, Antonella/ CASABLANCA, Silvia/ RICCI, Fabio / CAPELLACCI, Samuela, antonella.penna@uniuib.it/ silvia.casablanca@uniuib.it/ fabio.ricci@uniuib.it/ samuela.capellacci@uniuib.it",prokaryotes ,10L Tanks / Multiprope,Pump,not provided,0.46,20,Sterivex,particulate matter,no prefiltration,0.22,none,-80
OSD77_2019-06_1_NPL022,,,,,,,,,180,OSD77-2019_S42_L001_R1_001.fastq.gz,c97d695d70838f42f67708ebe621aef43dcf11777140511d7457cda958abf4fb,OSD77-2019_S42_L001_R2_001.fastq.gz,5e2a9b106e71a3393f58479ff39abdd3e5ccacc0e7adfdaeb86454cb6080014c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD77_2019-06_1_NPL022,,,NovaSeq 6000,WGS,,RANDOM,,PCR-plus single index,376,CRC_CXOSDA_2_1_HYLGGDSXX.12BA069_clean.fastq.gz,1c098199e3011530bd9ce98b78dc90eb,CRC_CXOSDA_2_2_HYLGGDSXX.12BA069_clean.fastq.gz,8e9b3f3088cb9bd3f89475482effe238,Md5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD78_2019-06_1_NPL022,surface water sample from the Adriatic Sea,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=408172,Illumina_MiSeq,AMPLICON,METAGENOMIC,PCR,paired,Two-step PCR Nextera XT CDI,460,OSD78-2019_S139_L001_R1_001.fastq.gz,e10f5a39f633772b80d9642b231944287b8134961bb996d83d870b397d84a061,OSD78-2019_S139_L001_R2_001.fastq.gz,1c79ea30e529a91ba69470ca50a175fa6f8e765b2bb6a01a906e7e104a1163cd,SHA-256,water,2019-06-21T09:00:00Z/2019-06-21T13:00:00Z,43.57,13.60,marine biome [ENVO:00000447], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=25615,"OSD78, Conisma Italy",not provided,0,NPL022,24.90,35.09,OSD-Jun-2019,"DANOVARO, Roberto/ LUONGO, Gabriella, r.danovaro@univpm.it/gabriella.luongo@yahoo.it",OSD_78_Prok,Sampling water from the beach,Tank,Clear water mass,1.10,80,Tank,sea water,not provided,0.22,none,-20
OSD78_2019-06_1_NPL022,,,,,,,,,180,OSD78-2019_S43_L001_R1_001.fastq.gz,571fbea7d00f4f68b0f9aa254df386a470d2d40e09191ebd454e07071e18a6b5,OSD78-2019_S43_L001_R2_001.fastq.gz,bf278cce47a1ae0ffa99cb18e65825b5319cb20e982eafb61aea316f81819c1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD78_2019-06_1_NPL022,,,NovaSeq 6000,WGS,,RANDOM,,PCR-plus single index,376,CRC_CYOSDA_2_1_HYLGGDSXX.12BA081_clean.fastq.gz,53ddb5d8a20a936d1063b709a04b8517,CRC_CYOSDA_2_2_HYLGGDSXX.12BA081_clean.fastq.gz,d90d97117211c7183cdb5d2dc39d9f04,Md5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD81_2019-06_1_NPL022,surface water sample from the Ria Formosa Lagoon,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=408172,Illumina_MiSeq,AMPLICON,METAGENOMIC,PCR,paired,Two-step PCR Nextera XT CDI,460,OSD81-2019_S141_L001_R1_001.fastq.gz,1e54489b5cd0443f6512fe5a329fc23efca7d174f038c4d1bb5fb84dedefca08,OSD81-2019_S141_L001_R2_001.fastq.gz,6ba2a58279e16a0875ee2558ef65c1ce56f7f05feb4c6237514d9f2bb92752b0,SHA-256,water,2019-06-07T10:20:00Z/2019-06-07T10:30:00Z,37.01,-7.97,marine biome [ENVO:00000447], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=5349,"OSD81, Faro Ria Formosa Portugal",Channel on shore,0,NPL022,19.30,36.97,OSD-Jun-2019,"LONRO, Bruno/ Borges, Nuno, blouro@nalg.pt",not provided,not provided,not provided,not provided,1.29,not provided,not provided,not provided,not provided,0.22,none,-80
OSD81_2019-06_1_NPL022,,,,,,,,,180,OSD81-2019_S45_L001_R1_001.fastq.gz,d4b28ddf0057348d838b624285d671ea95c5672d01d0bf2c791d9ff937904931,OSD81-2019_S45_L001_R2_001.fastq.gz,7a9581f5565cd1e061afc8dabe485d0fa5925258ea947d3c424258aec1520808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD81_2019-06_1_NPL022,,,NovaSeq 6000,WGS,,RANDOM,,PCR-plus single index,376,CRC_CZOSDA_2_1_HYLGGDSXX.12BA093_clean.fastq.gz,71c4f8f1f75109c982a20f58c82553f2,CRC_CZOSDA_2_2_HYLGGDSXX.12BA093_clean.fastq.gz,e8bc6f94ebf9776ec65ac4325f08c54c,Md5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD91_2019-06_1_NPL022,surface water sample from the Atlantic Ocean,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=408172,Illumina_MiSeq,AMPLICON,METAGENOMIC,PCR,paired,Two-step PCR Nextera XT CDI,460,OSD91-2019_S142_L001_R1_001.fastq.gz,0aa8334c016fa0a6a6c76bb5bc074c3ece8aa4a559f2b5f93575a5002d787317,OSD91-2019_S142_L001_R2_001.fastq.gz,14d6ff287565ed422aa3da987e9c0f5117c698e024b777557093b01de27dd65f,SHA-256,water,2019-06-21T11:10:00Z/2019-06-21T11:50:00Z,32.74,-9.04,marine biome [ENVO:00000447], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=25322,"OSD91, El Oualidia Morroco",not provided,1,NPL022,18.20,not provided,OSD-Jun-2019,"GHAZAL, Hassan/  CHAOUNI, Bouchra/ ELOTMANI, Fatima, Faculty of Sciences of Oujda, hassan.ghazal@fulbrightmail.org/ bouchrachaouni@gmail.com/ elotmanifatima@yahoo.fr",not provided,5L bucket,the water was collected in a 5L buckets in a specific geolocation,not provided,1.05,34,Cryovial 5ml,particulate matter on a 142 mm PC membrane,no prefiltration,0.22,none,-80
OSD91_2019-06_1_NPL022,,,,,,,,,180,OSD91-2019_S46_L001_R1_001.fastq.gz,5d2de54f437c9cd0895072d06a46babe12edf37f38c6e7b40e9e4ddaa1706243,OSD91-2019_S46_L001_R2_001.fastq.gz,92acb2bfe37b4637b3d8b5a24f9fae4a71a7d56c01f26064c31412cfdf23e37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD91_2019-06_1_NPL022,,,NovaSeq 6000,WGS,,RANDOM,,PCR-plus single index,376,CRC_DAOSDA_2_1_HYLGGDSXX.12BA010_clean.fastq.gz,757992d37c3c3210d25907678d629f0a,CRC_DAOSDA_2_2_HYLGGDSXX.12BA010_clean.fastq.gz,c6235f06945d0383e9bb951fcef49faf,Md5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD92_2019-06_1_NPL022,surface water sample from the Atlantic Ocean,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=408172,Illumina_MiSeq,AMPLICON,METAGENOMIC,PCR,paired,Two-step PCR Nextera XT CDI,460,OSD92-2019_S150_L001_R1_001.fastq.gz,3ca4e9a726df7960d812888d53e55372c3918b2a018c6afd5fe2f8918dcf2069,OSD92-2019_S150_L001_R2_001.fastq.gz,490e4a28d03bdb6bcbfc7a414b634d05e27fb4a22f5b181679d380d888b72188,SHA-256,water,2019-06-21T11:05:00Z/2019-06-21T11:45:00Z,33.58,-7.70,marine biome [ENVO:00000447], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=25322,"OSD92, Casablanca Morroco",not provided,1,NPL022,15.10,not provided,OSD-Jun-2019,"GHAZAL, Hassan/  CHAOUNI, Bouchra/ TIMINOUNI, Mohammed, Institut Pasteur du Maroc, hassan.ghazal@fulbrightmail.org/ bouchrachaouni@gmail.com/ mohammed.timinouni@pasteur.ma",not provided,5L bucket,the water was collected in a 5L buckets in a specific geolocation,not provided,1.09,43,Cryovial 5ml,particulate matter on a 142 mm PC membrane,no prefiltration,0.22,none,-80
OSD92_2019-06_1_NPL022,,,,,,,,,180,OSD92-2019_S54_L001_R1_001.fastq.gz,698f7f7c4e369f184716ee505225e18059bab886e6c4e3efe60fcc89a5a61b61,OSD92-2019_S54_L001_R2_001.fastq.gz,ccb230f28b040c872e3b489463c411fe814e2d6d99600d0a9d830d5d09976a86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD92_2019-06_1_NPL022,,,NovaSeq 6000,WGS,,RANDOM,,PCR-plus single index,376,CRC_DBOSDA_4_1_HYLGGDSXX.12BA022_clean.fastq.gz,89e70f64f21fad92a3d4ab58948b3ffd,CRC_DBOSDA_4_2_HYLGGDSXX.12BA022_clean.fastq.gz,aa42a6c7271d63c4fb8537d19e1f804b,Md5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD99_2019-06_1_NPL022,surface water sample from the Adriatic Sea,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=408172,Illumina_MiSeq,AMPLICON,METAGENOMIC,PCR,paired,Two-step PCR Nextera XT CDI,460,OSD099-2019_S151_L001_R1_001.fastq.gz,2db636a2b5a9b05665ca37c955cdf718482ff087a58ec1ff1bf509d48f67b97b,OSD099-2019_S151_L001_R2_001.fastq.gz,fcc564c27fbc02be1a6b260767a6c2b142ba294a1410e59d001815fd489b8659,SHA-256,water,2019-06-19T10:20:00Z/2019-06-19T10:30:00Z,45.70,13.71,marine biome [ENVO:00000447], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=25615,"OSD99, Miramare Italy",Vessel - Niskin,1,NPL022,19.96,35.96,OSD-Jun-2019,"MALFATTI, Francesca/ CAALETTO, Bruno/ BANCHI, Elisa/ fmaltatti@inogs.it/ bcataletto@inogs.it/ ebanchi@inogs.it",bacterial community global sampling,Niskin bottle,Niskin and acid washed tunnel,not provided,1.91,85,Sterivex,particulate matter/ sea water,no prefiltration,0.22,none,-80
OSD99_2019-06_1_NPL022,,,,,,,,,180,OSD099-2019_S55_L001_R1_001.fastq.gz,14550c618272e2e20ae0aad49720eec0661cda56982a1f3ade65e547ce10cd69,OSD099-2019_S55_L001_R2_001.fastq.gz,9ed79aed29b0c6d449d23c0b369dc5c5e7fdf7b1737a6a1281eef7cb5155d41e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD99_2019-06_1_NPL022,,,NovaSeq 6000,WGS,,RANDOM,,PCR-plus single index,376,CRC_DCOSDA_4_1_HYLGGDSXX.12BA034_clean.fastq.gz,b6cdcd78b2c4a9150cb3b328f26d0d77,CRC_DCOSDA_4_2_HYLGGDSXX.12BA034_clean.fastq.gz,434ca81b236da1f91ffb9929ad71ca37,Md5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD100_2019-06_1_NPL022,surface water sample from the Cretan Sea,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=408172,Illumina_MiSeq,AMPLICON,METAGENOMIC,PCR,paired,Two-step PCR Nextera XT CDI,460,OSD100-2019_S152_L001_R1_001.fastq.gz,4ac45e12340c066344e6e7e8458d573603d69e98e2d6526cf056a8bf82555497,OSD100-2019_S152_L001_R2_001.fastq.gz,a4b15d6badb2292439d07cb734017c8bc8178510924c324c6b28c1974a612584,SHA-256,water,2019-06-21T13:00:00Z/2018-06-21T14:00:00Z,35.35,25.29,marine biome [ENVO:00000447], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=3339,"OSD100, Crete Greece",HCMR dinghy boat,not provided,NPL022,not provided,not provided,OSD-Jun-2019,"KRISTALLAS, Apostolos/ DARIVIANAKIS, Stelios/ MAIDANOU, Maria, Hellenic Centre for Marine Research, kristallas@hcmr.gr/ daris@hcmr.gr/ mariam@hcmr.gr","surface water sampling (100lt), CTD cost, zooplankton net sampling",Niskin bottles / CTD / zooplankton net,surface water sampling with niskin 100lt CTD cost / vertical sampling zooplankton,not provided,not provided,not provided,Sterivex,particulate matter,no prefiltration,0.22,none,-80
